Name,Bezugseinheit,"Energie, Kilojoule (kJ)","Energie, Kalorien (kcal)","Fett, total (g)","Fettsäuren, gesättigt (g)","Fettsäuren, einfach ungesättigt (g)","Fettsäuren, mehrfach ungesättigt (g)",Cholesterin (mg),"Kohlenhydrate, verfügbar (g)",Zucker (g),Stärke (g),Nahrungsfasern (g),Protein (g),Salz (NaCl) (g),Wasser (g),,,,,,,,,,,,,,,,,,,,,Phosphor (P) (mg),Eisen (Fe) (mg),Jod (I) (µg),Zink (Zn)  (mg),Selen (Se) (µg)
Schinkengipfeli,pro 100g essbarer Anteil,1390,332,20.1,6.3,8.7,3.4,43,26,0.7,25,1.4,11.2,1.4,41.7,,,,,,,,,,,,,,,,,,,,,130,0.7,5.4,0.9,k.A.
"Schmelzkäse, Scheibe, Rahm",pro 100g essbarer Anteil,1350,327,30,18,7,1.4,90,0,0,0,0,14.3,3,47,,,,,,,,,,,,,,,,,,,,,750,0.9,35,4,k.A.
"Schmelzkäse, Scheibe, viertelfett",pro 100g essbarer Anteil,648,155,8.6,5.2,2,0.4,26,0,0,0,0,19.4,3,59,,,,,,,,,,,,,,,,,,,,,1200,0.9,35,4,k.A.
"Schmelzkäse, Scheibe, vollfett",pro 100g essbarer Anteil,1310,316,25,15,5.9,1.2,75,0,0,0,0,22.8,3,49.5,,,,,,,,,,,,,,,,,,,,,800,0.9,35,4,k.A.
"Schmelzkäse, streichfähig, Rahm",pro 100g essbarer Anteil,1310,316,29.4,17.6,6.9,1.3,88,0,0,0,0,12.9,2.8,50.3,,,,,,,,,,,,,,,,,,,,,600,0.9,35,4,k.A.
"Schmelzkäse, streichfähig, viertelfett",pro 100g essbarer Anteil,624,150,9.3,5.6,2.2,0.4,28,0,0,0,0,16.4,3,61.9,,,,,,,,,,,,,,,,,,,,,1100,0.9,35,4,k.A.
"Schmelzkäse, streichfähig, vollfett",pro 100g essbarer Anteil,1020,247,21.2,12.7,5,1,64,0,0,0,0,14.1,3,51.3,,,,,,,,,,,,,,,,,,,,,700,0.9,35,4,k.A.
"Schnittlauch, roh",pro 100g essbarer Anteil,124,30,0.6,0.1,0.1,0.2,0,1.9,1.9,0,2.3,3,0,91.3,,,,,,,,,,,,,,,,,,,,,54,1.5,4.2,0.5,k.A.
Schnitzelbrot mit Cocktailsauce,pro 100g essbarer Anteil,1100,262,11.2,1.1,6.7,2.6,47,25.1,0.5,24.4,1.3,14.6,1.3,48.2,,,,,,,,,,,,,,,,,,,,,130,1.5,2.1,1.4,k.A.
Schnitzelbrot mit Tartarsauce,pro 100g essbarer Anteil,1020,242,10.1,1,6,2.3,53,23.2,0.4,22.5,1.3,13.9,1.2,51.8,,,,,,,,,,,,,,,,,,,,,130,1.4,2.7,1.4,k.A.
Schoggibrötli,pro 100g essbarer Anteil,1540,366,14.3,8.5,4.1,0.9,20,49.7,16.3,32.6,2.2,8.6,1.3,25.2,,,,,,,,,,,,,,,,,,,,,160,1.3,1.1,1.1,k.A.
"Schokolade, dunkel (bitter)",pro 100g essbarer Anteil,2240,537,31.8,19.7,11,1.1,1,53.4,50,2.3,7,5.7,0,0.7,,,,,,,,,,,,,,,,,,,,,140,6.7,2.3,2.2,k.A.
"Schokolade, weiss",pro 100g essbarer Anteil,2370,567,35.2,21.9,11.7,1.3,16,55.8,55.3,k.A.,0.2,6.7,0.3,1.3,,,,,,,,,,,,,,,,,,,,,180,0.3,4.9,0.7,k.A.
Schokoladencrème,pro 100g essbarer Anteil,515,122,3,1.5,0.9,0.2,110,20,18.7,1.3,0.5,3.6,0.2,72.1,,,,,,,,,,,,,,,,,,,,,100,0.9,7,0.6,k.A.
Schokoladengugelhopf,pro 100g essbarer Anteil,1590,380,18.4,10.4,4.6,1.2,108,46.3,22.9,23.3,1.9,6.4,0.1,27.5,,,,,,,,,,,,,,,,,,,,,87,0.9,8.7,0.6,k.A.
Schokoladenpulver,pro 100g essbarer Anteil,1680,398,7.8,4.6,2.6,0.2,0,71.3,70.6,0.7,10.5,5.3,0,1.7,,,,,,,,,,,,,,,,,,,,,210,4.2,0.9,1.8,k.A.
"Scholle, roh",pro 100g essbarer Anteil,361,86,1.9,0.3,0.5,0.5,63,0,0,0,0,17.1,0.3,79.7,,,,,,,,,,,,,,,,,,,,,200,0.9,53,0.5,k.A.
Schümliguetzli,pro 100g essbarer Anteil,1870,444,10,6.2,3.4,0.3,0,83.4,82.4,0.7,2.2,4.1,0.1,0.7,,,,,,,,,,,,,,,,,,,,,46,2.1,2.4,0.7,k.A.
Schümliguetzli mit Schokolade,pro 100g essbarer Anteil,2040,486,19.5,12.1,6.6,0.7,6,71.5,70.2,0.7,2,5.2,0.3,1,,,,,,,,,,,,,,,,,,,,,130,2.1,9,1.1,k.A.
Schützenwurst,pro 100g essbarer Anteil,1010,244,23,8.5,10.8,2.3,46,0.2,0.2,0,0,9.2,2.1,67.6,,,,,,,,,,,,,,,,,,,,,140,0.9,0.6,1.4,k.A.
Schwarzwälder Kirschtorte,pro 100g essbarer Anteil,1030,248,16.1,9.3,5,0.8,88,21.4,12,9.4,0.9,3.9,0.1,56.4,,,,,,,,,,,,,,,,,,,,,77,0.7,5.3,0.5,k.A.
"Schwarzwurzel, gedämpft (ohne Zugabe von Salz)",pro 100g essbarer Anteil,233,57,0.5,0.1,0,0.3,0,2.2,2.2,0.1,19.1,1.5,0,76.7,,,,,,,,,,,,,,,,,,,,,80,3.1,2.6,0.2,k.A.
"Schwarzwurzel, roh",pro 100g essbarer Anteil,222,55,0.4,0.1,0,0.2,0,2.1,2.1,0.1,18.3,1.4,0,76.8,,,,,,,,,,,,,,,,,,,,,76,3.3,2.5,0.2,k.A.
"Schwein, Brustspitz, roh",pro 100g essbarer Anteil,993,239,18.6,7.2,8.9,1.8,59,0,0,k.A.,0,17.9,0.1,61.4,,,,,,,,,,,,,,,,,,,,,170,0.7,1.1,2.2,k.A.
"Schwein, Eckstück, Plätzli, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,684,162,3.3,0.9,1.2,0.4,97,0,0,0,0,33,0.2,63.7,,,,,,,,,,,,,,,,,,,,,220,2.6,1.5,4,18
"Schwein, Eckstück, roh",pro 100g essbarer Anteil,484,115,2.7,0.7,1,0.4,63,0,0,0,0,22.6,0.2,73.7,,,,,,,,,,,,,,,,,,,,,170,1.7,1,2.6,11
"Schwein, Filet, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,644,153,4,1.6,1.8,0.3,90,0,0,0,0,29.3,0.4,66.8,,,,,,,,,,,,,,,,,,,,,270,1.7,1.4,2.8,k.A.
"Schwein, Filet, roh",pro 100g essbarer Anteil,509,121,3.6,1.4,1.6,0.3,65,0,0,0,0,22.2,0.3,73.1,,,,,,,,,,,,,,,,,,,,,230,1.2,1,2,k.A.
"Schwein, Gehacktes, roh",pro 100g essbarer Anteil,663,159,8.5,3.1,4.2,0.8,63,0,0,k.A.,0,20.5,0.1,70.3,,,,,,,,,,,,,,,,,,,,,180,1.1,1,2.7,k.A.
"Schwein, Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,741,176,6.4,1.9,2.6,0.7,97,0,0,k.A.,0,29.8,0.2,63.9,,,,,,,,,,,,,,,,,,,,,240,1,1.4,3.5,15
"Schwein, Geschnetzeltes, roh",pro 100g essbarer Anteil,562,134,5.4,1.6,2.2,0.6,66,0,0,k.A.,0,21.3,0.1,72.7,,,,,,,,,,,,,,,,,,,,,190,0.7,1,2.4,10
"Schwein, Hals, Steak, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,1060,255,16.6,6.4,7.7,1.7,88,0,0,k.A.,0,26.4,0.1,57,,,,,,,,,,,,,,,,,,,,,220,1.3,1.7,4.1,24
"Schwein, Hals, Steak, roh",pro 100g essbarer Anteil,843,203,14.1,5.5,6.5,1.4,60,0,0,k.A.,0,18.9,0.1,65.4,,,,,,,,,,,,,,,,,,,,,180,0.9,1.1,2.8,16
"Schwein, Haxe, geschmort (ohne zusatz von Fett und Salz)",pro 100g essbarer Anteil,1000,239,9.9,3.5,4.4,1,108,0.9,0,0,0,36.6,0.1,52.6,,,,,,,,,,,,,,,,,,,,,170,1.7,1.5,2.4,k.A.
"Schwein, Haxe, roh",pro 100g essbarer Anteil,726,173,7.6,2.7,3.4,0.8,70,0.7,0,0,0,25.6,0.2,64.2,,,,,,,,,,,,,,,,,,,,,170,1.1,1,2,k.A.
"Schwein, Kotelett, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,1010,240,12.8,4.8,5.8,1.3,86,0,0,k.A.,0,31.3,0.1,55.9,,,,,,,,,,,,,,,,,,,,,260,0.6,1.7,2.2,26
"Schwein, Kotelett, roh",pro 100g essbarer Anteil,749,179,10.4,3.9,4.7,1,56,0,0,k.A.,0,21.4,0.1,66.3,,,,,,,,,,,,,,,,,,,,,200,0.4,1.1,1.4,17
"Schwein, Leber, roh",pro 100g essbarer Anteil,549,131,4.9,1.7,0.5,1.4,354,0.9,0,0.9,0,20.7,0.2,71.9,,,,,,,,,,,,,,,,,,,,,410,18,14,6.5,k.A.
"Schwein, Nierstück, roh",pro 100g essbarer Anteil,578,138,5.1,2,2.4,0.6,56,0,0,k.A.,0,22.9,0.1,69.5,,,,,,,,,,,,,,,,,,,,,200,0.4,1.2,1.3,13
"Schwein, Runder Mocken, roh",pro 100g essbarer Anteil,532,127,4.9,1.7,2.5,0.6,65,0,0,k.A.,0,20.6,0.1,73.6,,,,,,,,,,,,,,,,,,,,,190,0.7,1.1,2.5,k.A.
"Schwein, Schulter, Braten medium"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",pro 100g essbarer Anteil,846,202,9.3,1.9,2.5,0.7,92,0,0,0,0,29.6,0.2,61.1,,,,,,,,,,,,,,,,,,,,,150,1.5,1.3,6.7,k.A.
"Schwein, Schulter, Braten well done"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",pro 100g essbarer Anteil,928,221,10.2,2.1,2.8,0.8,101,0,0,0,0,32.5,0.2,57.4,,,,,,,,,,,,,,,,,,,,,170,1.6,1.4,7.4,k.A.
"Schwein, Schulter, Braten, roh",pro 100g essbarer Anteil,757,181,9.2,1.9,2.5,0.7,73,0,0,0,0,24.6,0.2,62.9,,,,,,,,,,,,,,,,,,,,,140,1.3,1,5.3,k.A.
"Schwein, Voressen, roh",pro 100g essbarer Anteil,566,135,5.7,2.1,2.9,0.6,63,0,0,k.A.,0,20.9,0.1,72.1,,,,,,,,,,,,,,,,,,,,,190,0.8,0.8,2.5,k.A.
"Schweinefleisch (Durchschnitt exkl. Innereien, Kotelett, Haxe), roh",pro 100g essbarer Anteil,671,160,8.3,2.9,3.6,0.8,63,0,0,0,0,21.4,0.2,70.3,,,,,,,,,,,,,,,,,,,,,180,1,1.1,2.7,k.A.
Schweineschmalz,pro 100g essbarer Anteil,3660,891,99,42.4,41.4,8.9,95,0,0,0,0,0,0,0.2,,,,,,,,,,,,,,,,,,,,,3,0,9.7,0.1,k.A.
Schweinsbratwurst,pro 100g essbarer Anteil,980,236,18.8,7.4,8.8,1.8,67,0.5,0.5,0,0,16.2,1.9,61.8,,,,,,,,,,,,,,,,,,,,,160,1,k.A.,2.1,8.3
"Schweinsbratwurst, gebraten (ohne Zusatz von Fett und Salz)",pro 100g essbarer Anteil,1170,283,22.3,8.7,10.4,2.1,83,0.6,0.6,0,0,19.8,2.1,57.2,,,,,,,,,,,,,,,,,,,,,190,1.3,k.A.,2.6,10
"Schweinspiccata, zubereitet",pro 100g essbarer Anteil,944,226,12.4,3.2,6.2,1.5,153,5.5,0.1,5.3,0.3,22.9,0.9,59,,,,,,,,,,,,,,,,,,,,,220,1.9,15,2.7,k.A.
"Schweinsragout mit Sauce, zubereitet",pro 100g essbarer Anteil,437,104,5,1.2,3.1,0.6,36,3,1.5,1.5,0.6,11.6,0.8,79.9,,,,,,,,,,,,,,,,,,,,,77,0.5,1,1.2,k.A.
Schweinswurst,pro 100g essbarer Anteil,1110,268,22.4,9,10.4,1.9,61,0.5,0.5,0,0,16.2,2.3,57.8,,,,,,,,,,,,,,,,,,,,,190,1,k.A.,2.3,8.4
"Schweizer Salami, Schweine- und Rindfleisch",pro 100g essbarer Anteil,2020,488,43.7,16.6,20.4,4.5,90,1.3,1.3,0,0,22,4,32.8,,,,,,,,,,,,,,,,,,,,,170,1.4,0.9,2.6,k.A.
"Seehecht, roh",pro 100g essbarer Anteil,300,71,0.3,0.1,0.1,0.1,50,0,0,0,0,17,0.2,81.5,,,,,,,,,,,,,,,,,,,,,190,0.7,120,0.4,k.A.
"Seelachs, roh",pro 100g essbarer Anteil,339,80,0.3,0.1,0.1,0.1,71,0,0,0,0,19.3,0.1,79.2,,,,,,,,,,,,,,,,,,,,,170,0.2,85,0.3,k.A.
"Seezunge, roh",pro 100g essbarer Anteil,359,85,1.1,0.2,0.2,0.4,50,0,0,0,0,18.7,0.3,78.5,,,,,,,,,,,,,,,,,,,,,270,0.6,25,0.1,k.A.
"Sellerie-Piccata, zubereitet",pro 100g essbarer Anteil,554,133,8.2,2.2,4.1,1.1,66,7.1,1.8,5.2,4.5,5.5,0.4,74.7,,,,,,,,,,,,,,,,,,,,,130,0.9,11,0.8,k.A.
"Selleriescheiben, paniert, zubereitet",pro 100g essbarer Anteil,570,136,5.7,0.7,3.4,1,45,14,2.1,11.8,5,4.9,0.4,70.7,,,,,,,,,,,,,,,,,,,,,94,0.9,7.5,0.6,k.A.
Semmeli,pro 100g essbarer Anteil,1040,245,0.9,0.2,0.1,0.5,0,48.5,0.4,47.5,3,9.2,1.6,39.2,,,,,,,,,,,,,,,,,,,,,91,1,0.9,0.8,2.5
Senf,pro 100g essbarer Anteil,513,124,7.7,0.5,4.1,2.7,0,3.8,2.6,<0.4,5.3,7.1,4.1,67.8,,,,,,,,,,,,,,,,,,,,,210,1.7,<20,1.1,k.A.
Sesamsamen ungeschält,pro 100g essbarer Anteil,2560,619,53.8,7.4,19.4,21.1,0,4,1.2,0.2,13.3,23.1,0,4.3,,,,,,,,,,,,,,,,,,,,,620,7.7,<5,5.5,20
"Sesamsamen, geschält",pro 100g essbarer Anteil,2730,660,57.4,8.6,21.4,21.7,0,4.6,1.6,0.2,8.8,26.8,0.1,3.8,,,,,,,,,,,,,,,,,,,,,640,5.8,<5,5.8,56
"Sherry, 18.5 vol%",pro 100 ml,492,118,0,0,0,0,0,3.6,3.6,Sp.,0,0.1,0,80.7,,,,,,,,,,,,,,,,,,,,,7,0.5,10,0.3,k.A.
"Siedfleischsalat, zubereitet",pro 100g essbarer Anteil,837,201,14.9,3.5,7.8,2.7,45,1.5,1.3,0.1,0.5,15,0.8,68,,,,,,,,,,,,,,,,,,,,,100,1.4,3,3.3,k.A.
"Silberzwiebel, in Essig eingelegt",pro 100g essbarer Anteil,116,28,0.2,0,0,0.1,0,4.9,3.5,Sp.,1.3,0.9,1.1,90.6,,,,,,,,,,,,,,,,,,,,,23,0.2,Sp.,0.1,k.A.
Sirup unverdünnt,pro 100 ml,1580,371,0.2,0,0,0.1,0,91.8,91.4,0.3,0.9,0.1,0,36.6,,,,,,,,,,,,,,,,,,,,,5.2,0.5,0.9,0.1,k.A.
Sirup zubereitet (verdünnt im Verhältnis 1:5.5),pro 100 ml,232,55,0,0,0,0,0,13.5,13.4,0,0.1,0,0,86.3,,,,,,,,,,,,,,,,,,,,,0.8,0.1,0.1,0,k.A.
"Sojabohne, gekocht (ohne Zugabe von Fett und Salz)",pro 100g essbarer Anteil,652,157,7.3,1,1.5,4.3,0,3.3,2.6,0.2,8.8,15,0,66.9,,,,,,,,,,,,,,,,,,,,,200,2.2,2.5,1.5,k.A.
"Sojabohne, getrocknet",pro 100g essbarer Anteil,1660,399,18.3,2.4,3.7,10.7,0,8.7,6.8,0.6,22,38.2,0,8.4,,,,,,,,,,,,,,,,,,,,,550,6.6,6.3,4.2,k.A.
"Sojagetränk, nature",pro 100 ml,167,40,2.2,0.3,0.4,1.1,0,0.8,0.8,0,0.6,3.9,0.1,100.4,,,,,,,,,,,,,,,,,,,,,54,0.4,2.2,0.3,k.A.
"Sojamehl, entfettet",pro 100g essbarer Anteil,1240,296,1.2,0.2,0.2,0.7,0,7.5,7.4,0,24.5,51.5,0.1,14.2,,,,,,,,,,,,,,,,,,,,,670,9.2,0.8,2.5,1.7
"Sojamehl, vollfett",pro 100g essbarer Anteil,1660,398,20.6,2.7,3.5,12.1,0,3.1,3.1,0,18.5,40.8,0,12.5,,,,,,,,,,,,,,,,,,,,,550,12,0.5,4.9,7
Sojaöl,pro 100 ml,3330,810,90,13.2,19.9,53.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Sojasauce,pro 100g essbarer Anteil,236,56,0.6,0.1,0.1,0.3,0,4.1,0.4,Sp.,0.8,8.1,14,71.2,,,,,,,,,,,,,,,,,,,,,170,1.5,1,0.9,0.5
"Sojasprossen, roh",pro 100g essbarer Anteil,231,55,1,0.1,0.1,0.7,0,4.7,4.6,0,2.4,5.5,0.1,85.6,,,,,,,,,,,,,,,,,,,,,75,0.9,2,1,k.A.
Sonnenblumenkerne,pro 100g essbarer Anteil,2570,621,54.5,5.4,19.8,23.5,0,3.6,3.4,0.2,8,25.1,0,4.8,,,,,,,,,,,,,,,,,,,,,670,5,4,5.8,9.9
Sonnenblumenöl,pro 100 ml,3330,810,90,9.8,27.7,49.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0.1,0,0,0
"Sonnenblumenöl HO (high oleic), raffiniert",pro 100 ml,3330,810,90,6.3,67.5,11.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"Sorbet, Frucht",pro 100g essbarer Anteil,581,137,0,0,0,0,0,32.1,32.1,0,0.4,0.2,0,65.8,,,,,,,,,,,,,,,,,,,,,6,0.2,2.6,0.1,k.A.
"Spargel, gedämpft (ohne Zugabe von Salz)",pro 100g essbarer Anteil,109,26,0.2,0,0,0,0,3.1,3,0.1,1.6,2.1,0,93,,,,,,,,,,,,,,,,,,,,,53,0.7,6.7,0.4,k.A.
"Spargel, roh (weiss und grün)",pro 100g essbarer Anteil,115,27,0.2,Sp.,Sp.,Sp.,0,3.3,3.2,0.1,1.7,2.2,0,92,,,,,,,,,,,,,,,,,,,,,56,0.9,7,0.4,k.A.
"Spinat, gedämpft (ohne Zugabe von Salz)",pro 100g essbarer Anteil,119,28,0.5,0.1,0,0.3,0,1,0.9,0.1,3.2,3.4,0.2,91.9,,,,,,,,,,,,,,,,,,,,,65,2.8,15,0.7,k.A.
"Spinat, roh",pro 100g essbarer Anteil,95,23,0.4,0.1,0,0.2,0,0.8,0.7,0.1,2.6,2.7,0.2,91.7,,,,,,,,,,,,,,,,,,,,,52,2.7,12,0.6,k.A.
"Spinatkuchen, gebacken (mit Blätterteig)",pro 100g essbarer Anteil,708,170,11.5,6.2,3.1,0.8,46,10.1,1.4,8.6,2,5.5,1.1,71,,,,,,,,,,,,,,,,,,,,,81,1.7,11,0.7,k.A.
"Spinatkuchen, gebacken (mit Kuchenteig)",pro 100g essbarer Anteil,720,173,10.7,5.7,2.9,0.8,43,12.2,1.4,10.7,2.1,5.9,1.1,69.3,,,,,,,,,,,,,,,,,,,,,84,1.8,11,0.8,k.A.
"Spirituosen 40 vol% (z.B. Vodka, Gin)",pro 100 ml,920,222,0,0,0,0,0,0,0,0,0,0,0,63.2,,,,,,,,,,,,,,,,,,,,,3.8,0,0,0,k.A.
Spitzbube (Mürbeteiggebäck mit Konfitüre),pro 100g essbarer Anteil,2090,499,25.6,15.1,5.9,1.4,67,60.3,30.9,29.1,1.9,5.8,0.1,6.9,,,,,,,,,,,,,,,,,,,,,60,1,1,0.6,k.A.
St. Galler Bürli (halbweiss),pro 100g essbarer Anteil,979,231,1,0.1,0.1,0.5,0,44.6,0.3,43.9,3.5,9.1,2.1,42.5,,,,,,,,,,,,,,,,,,,,,130,1.7,1.2,1.2,2.7
St. Galler Schüblig,pro 100g essbarer Anteil,983,237,20.7,7.6,9.8,2.2,42,0.2,0.2,0,0,12.6,2.1,66.5,,,,,,,,,,,,,,,,,,,,,140,0.9,0.4,1.7,k.A.
St. Paulin,pro 100g essbarer Anteil,1220,294,23,13.8,5.4,1.1,69,0,0,0,0,21.8,2,55,,,,,,,,,,,,,,,,,,,,,500,0.4,35,4,k.A.
"Stachelbeere, roh",pro 100g essbarer Anteil,145,35,0.1,Sp.,Sp.,Sp.,0,6.2,6.2,Sp.,3.2,0.6,0,88.8,,,,,,,,,,,,,,,,,,,,,34,0.6,0.9,0.2,k.A.
"Stangensellerie, gedämpft (ohne Zugabe von Salz)",pro 100g essbarer Anteil,61,15,0.1,0,0,0,0,1.5,1.5,0,2,0.9,0.2,95.5,,,,,,,,,,,,,,,,,,,,,32,0.4,1,0.1,k.A.
"Stangensellerie, roh",pro 100g essbarer Anteil,61,15,0.1,Sp.,Sp.,Sp.,0,1.5,1.5,0,2,0.9,0.3,94.4,,,,,,,,,,,,,,,,,,,,,32,0.5,1,0.1,k.A.
"Steinpilz, gedünstet (ohne Zugabe von Fett und Salz)",pro 100g essbarer Anteil,190,46,0.5,0.1,0,0.2,0,0.6,0.1,0,7.3,6.1,0,87.3,,,,,,,,,,,,,,,,,,,,,98,1,4.2,1.6,k.A.
"Steinpilz, roh",pro 100g essbarer Anteil,164,39,0.4,0.1,0,0.2,0,0.5,0.1,0,6,5.4,0,88.6,,,,,,,,,,,,,,,,,,,,,85,1,3.6,1.5,k.A.
"Strudelteig, ungebacken",pro 100g essbarer Anteil,991,234,2.5,0.3,1.4,0.6,0,44.3,0.2,43.6,2,7.6,1.9,44.3,,,,,,,,,,,,,,,,,,,,,77,1,0.9,0.7,1.5
Surimi,pro 100g essbarer Anteil,527,125,4.9,0.5,2.4,1.4,11,11.8,2.1,9.7,<0.3,8.3,1.6,72.5,,,,,,,,,,,,,,,,,,,,,44,0.4,10,0.2,9.2
"Süsskartoffel, gedämpft (ohne Zugabe von Salz)",pro 100g essbarer Anteil,343,81,0.1,0,0,0,0,17.1,4.2,12.7,3,1.6,0.1,78.3,,,,,,,,,,,,,,,,,,,,,51,0.5,2.3,0.3,k.A.
"Süsskartoffel, roh",pro 100g essbarer Anteil,344,81,0.1,0,0,0,0,17.1,4.2,12.7,3,1.6,0.1,77.3,,,,,,,,,,,,,,,,,,,,,52,0.6,2.4,0.3,k.A.
"Taboulé, zubereitet (mit Bulgur)",pro 100g essbarer Anteil,462,111,5.5,0.7,3.9,0.5,0,11.6,1.2,10.2,2.8,2.3,0.4,77.9,,,,,,,,,,,,,,,,,,,,,71,0.8,2.2,0.5,k.A.
"Taboulé, zubereitet (mit Couscous)",pro 100g essbarer Anteil,544,130,6.1,0.7,4.4,0.6,0,15.4,1.5,13.9,1.2,2.8,0.4,74.8,,,,,,,,,,,,,,,,,,,,,32,0.4,2.1,0.5,k.A.
"Tartarsauce, mit Rapsöl-Mayonnaise, hausgemacht",pro 100g essbarer Anteil,1580,384,40,3.7,23,10.4,143,1.9,1.9,0.1,0.6,3.7,0.4,53.7,,,,,,,,,,,,,,,,,,,,,76,0.9,12,0.5,k.A.
"Tee, ungezuckert",pro 100 ml,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,,,,,,,,,,,,,,,,,,,,,1,0,1,0,k.A.
"Teigwaren mit Ei, gekocht im Salzwasser (unjodiert)",pro 100g essbarer Anteil,559,132,1.1,0.2,0.1,0.4,32,25,1.3,22.9,1.3,5,0.9,67.7,,,,,,,,,,,,,,,,,,,,,55,0.8,1.4,0.5,32
"Teigwaren mit Ei, trocken",pro 100g essbarer Anteil,1550,365,2.8,0.5,0.4,1,86,69.9,3.7,64,3.4,13.3,0,10.7,,,,,,,,,,,,,,,,,,,,,150,3,3.3,1.3,86
"Teigwaren ohne Ei, gekocht im Salzwasser (unjodiert)",pro 100g essbarer Anteil,670,158,0.6,0.1,0,0.2,0,31.2,0.2,30.8,2.4,5.9,1,60.5,,,,,,,,,,,,,,,,,,,,,73,0.5,0.5,0.7,24
"Teigwaren ohne Ei, trocken",pro 100g essbarer Anteil,1500,353,1.2,0.2,0.1,0.5,0,70.5,0.4,69.7,5.1,12.6,0,10,,,,,,,,,,,,,,,,,,,,,170,1.5,0.6,1.5,51
"Teigwaren ohne Ei, Vollkorn, gekocht im Salzwasser (unjodiert)",pro 100g essbarer Anteil,641,152,1.2,0.2,0.1,0.5,0,26.8,0.3,26.3,5.4,5.9,1,61.2,,,,,,,,,,,,,,,,,,,,,160,1.4,1.1,1.4,k.A.
"Teigwaren ohne Ei, Vollkorn, trocken",pro 100g essbarer Anteil,1430,338,2.5,0.4,0.3,1.1,0,60.6,0.7,59.5,11.5,12.6,0,10.5,,,,,,,,,,,,,,,,,,,,,370,3.9,1.9,3,k.A.
"Teigwaren, frisch, gefüllt mit Fleisch, gekocht (ohne Zugabe von Fett und Salz)",pro 100g essbarer Anteil,734,174,4.7,1.7,2,0.8,26,25.1,1,22.1,2.2,6.9,0.7,60.3,,,,,,,,,,,,,,,,,,,,,86,0.8,8,0.7,9
"Teigwaren, frisch, gefüllt mit Spinat und Ricotta, gekocht (ohne Zugabe von Fett und Salz)",pro 100g essbarer Anteil,752,178,4.9,1.7,1.7,0.8,37,25.8,0.7,25.1,1.5,7.1,0.5,61.1,,,,,,,,,,,,,,,,,,,,,79,0.5,7.6,1,k.A.
"Teigwaren, frisch, gefüllt mit Spinat und Ricotta, roh",pro 100g essbarer Anteil,899,213,5.6,2,1.9,0.9,43,31.5,0.8,30.6,1.8,8.3,1.1,51.6,,,,,,,,,,,,,,,,,,,,,96,0.8,8.8,1.2,k.A.
"Teigwarenauflauf mit Schinken, zubereitet",pro 100g essbarer Anteil,683,163,6.9,3.5,1.9,0.6,78,14.4,1.4,13,1,10.2,1.2,67.6,,,,,,,,,,,,,,,,,,,,,180,0.6,12,1.2,k.A.
Teigwarensalat mit französischer Sauce,pro 100g essbarer Anteil,534,128,5.8,0.9,2.3,2.1,42,12.6,1,11.5,1.3,5.6,0.8,74.9,,,,,,,,,,,,,,,,,,,,,83,0.5,4.3,0.6,k.A.
Teigwarensalat mit italienischer Sauce,pro 100g essbarer Anteil,545,130,6.1,0.9,4,0.6,38,12.7,1,11.6,1.3,5.5,0.7,74.6,,,,,,,,,,,,,,,,,,,,,81,0.5,4,0.6,k.A.
"Teilentrahmte Milch, pasteurisiert",pro 100 ml,236,56,2.8,1.7,0.7,0.1,11,4.7,4.7,0,0,3.1,0.1,88.4,,,,,,,,,,,,,,,,,,,,,90,0,9.2,0.4,1.2
"Teilentrahmte Milch, UHT",pro 100 ml,238,57,2.8,1.7,0.7,0.1,11,4.6,4.6,0,0,3.3,0.1,88.4,,,,,,,,,,,,,,,,,,,,,94,0,10,0.4,1.2
Tessinerbrot,pro 100g essbarer Anteil,1360,323,5.2,0.7,1.5,2.9,0,57.1,0.6,56,2.9,10.3,1.7,25.4,,,,,,,,,,,,,,,,,,,,,110,1.3,1.1,1,3.3
Tête de Moine,pro 100g essbarer Anteil,1730,417,35.5,21.3,8.3,1.6,107,0,0,0,0,24.2,2.3,35.2,,,,,,,,,,,,,,,,,,,,,510,0.1,28,3.9,k.A.
"Thon im Öl, abgetropft",pro 100g essbarer Anteil,780,186,8.4,1.5,2.6,3.7,33,0,0,0,0,27.6,0.9,62.4,,,,,,,,,,,,,,,,,,,,,200,1.2,43,0.6,k.A.
"Thon im Wasser, abgetropft",pro 100g essbarer Anteil,494,117,1.6,0.5,0.4,0.5,54,0,0,0,0,25.6,1,72,,,,,,,,,,,,,,,,,,,,,160,1.6,Sp.,0.7,k.A.
